payload_commit_msg,repository_language
"Feature : Volume adjust sound preference 2/2 Adjusting the volume makes a nice ""boing"" sound Personally I find this annoying This patch makes this a preference in Settings | Sound Volume adjust sound Play sound when adjusting volume with hard keys The Checkbox is defaulted to ON (1 in defaults.xml) Look at 1/2 for the Settings, Sound Panel Change http://review.cyanogenmod.com/14722 Change-Id: I1113d62a5d99a1fe59f3c14362371af24d10b549 Conflicts: res/values/strings.xml res/xml/sound_settings.xml src/com/android/settings/SoundSettings.java",Java
Ooookkkk so it wasnt valid ;) I hate code,JavaScript
dataview: corrige tratamento para valores booleanos. Signed-off-by: Francisco Prates <mad.kanie@gmail.com>,Java
Override annoying responsive navbar.,JavaScript
shell: atribui item de modelo para parametro em TableRenderer. Signed-off-by: Francisco Prates <mad.kanie@gmail.com>,Java
I keep getting this wrong in reviews and it's annoying,JavaScript
"OK, that was just getting annoying.",VimL
Removing this annoying debugging error message.,PHP
"- start support for arch linux, code mostly written by Nikolay Rysev <mad.f3ka@gmail.com>",Perl
ARGH! Forgotten debug outputs again..,C
"Bump to struts2 2.2.3.1, since this includes that patch I submitted way back in the day to xworks to fix those annoying exception error messages on startup! - https://issues.apache.org/jira/browse/WW-3234",Java
Removed an empty line that has been annoying me for a while as well as a boring initial seed.,Java
Fixed bugs with capital Y/lowercase y - bash is annoying,Shell
"removed ""bin"" folder from git... too annoying",Java
added Alex's changes cause Git was being annoying,Java
i hate this,C
"argh, new chrome bug",Python
"BUG: GOT IT! Found the cause of the crashing and have added some PiVerify code to ~GeoPatch() which fires more than I'd like. Now I need to work out a way to fixing it, started adding some mad code to catch it in the act or to prevent the case occurring but it's tricky stuff.",C
I hate 'autochdir' Closes #180.,VimL
I *hate* 'autochdir',Ruby
Updated tmux/scripts * tmux/scripts/docs: fix annoying issue (used '-' instead of '_'). Signed-off-by: Vladimir Lomov <lomov.vl@gmail.com>,Emacs Lisp
"SkyfireDB Changeset - Release 5 ------------- Misc Fixes: ------------- - Conditions tables and npc_spellclick_spells tables fully converted for new conditions system and tested - Raid Spawns for ""Blackwing Descent"" (Thx Raffa50) - Gilneas Phase 1 and 2 complete makeover - All quests working up to phase 4 (quest ""From the Shadows"") - Script_text table cleanup (removed some repeat and inaccurate info) - Tons of npcs have ""sleep"" state removed (Thx Nomad) - Faction correction for Alliance Mountaineer's (Thx Nomad) - Tons of Conditions Updates - DK Portal - Purple gameobject visual respawns (Still needs more spawns) - Tons of Stormwind guard menu and gossip script fixes (Thx Alterego) - Npc-2497 Nimboya - Removed invisible aura (Thx Nomad, & djcenox for reporting the issue) - Hearthstone fix (Thx Nomad and LKArthas) - Faction correction for alliance auctioneer's in Stormwind Dwarven District (Thx PsyKOrion and Nomad) - Loot correction for NPC-46928 Dustbelcher Butcher (Thx Nomad) - Rockjaw Invader corrections (Thx JASPER and lastkarrde) - Heal Wounded Mountaineer spell now only works on Wounded Mountaineers (Thx Jasper) - Billy Goat Blaster can now only be used on Billy Goad (Thx Jasper) - Removed Durotar Tigers (Thx Jasper) - Fixed Corrupted Bloodtalon (Thx Jasper) - Nerog <Inscription Trainer> Corrections (Thx Nomad) - Mardant Strongoak <Druid Trainer> Corrections (Thx Nomad) - Azar Stronghammer <Paladin Trainer> Skills List Corrections (Thx Nomad) ------------- Quest Fixes: ------------- - Quest-14320 In Need of Ingredients (Thx Nomad) - Quest-12039 Black Blood of Yogg-Saron (Thx Nomad) - Quest-11606 Patience is a Virtue that We Don't Need (Thx Nomad) - Quest-11608 Bury Those Cockroaches! (Thx Nomad) - Quest-25260 Fizzled (Thx Nomad) - Quest-12243 Fire Upon the Waters (Thx Nomad & Svannon) - Quest fix - A Fighting Chance (Thx Nomad) - Quest Fix ""A Means to an End"" - Quest-27860 The Lost Ones (Thx Nomad) - Quest-24715 Repairing A-Me 01 (Thx Nomad) - Quest-24708 The Fossil-Finder 3000 (Thx Nomad) - Quest-26922 The Endless Flow (Thx Nomad) - Quest The Final Code - Quest-25194 Unbidden Visitors (Thx Nomad) - Quest-14370 Mysterious Azsharite (Thx Nomad) - Quest-27523 Duskwing, Oh How I Hate Thee... (Thx Nomad) - Quest-14130 Friends Come In All Colors (Thx Nomad) - Quest-27890 The Bad Dogs (Thx Nomad) - Quest-25236 Thunder Down Under (Thx Nomad) - Quest Verdant Sigil (Thx THOR) - A bunch of Gadgetzan quests fixed (Thx Nomad and Jasper) - Quest-27855 Reinforcements Denied (Thx Nomad) - Quest-27857 We're Under Attack! (Thx Nomad) - Quest-28630 ""Echo Three"" (Thx Jasper) - Quest-313 Forced to Watch from Afar (Thx Nomad) - Quests at ""The Altar of Storms"" (Thx Jasper) Signed-off-by: SkyFire <admin@projectskyfire.org>",Shell
"initial commit with compass, bootstrap, everything annoying to set up to actually start working",Ruby
drew scared and angry spider,JavaScript
hate to change columns names :/,Ruby
sd: adapta para as ultimas atualizaçoes em InputComponent. Signed-off-by: Francisco Prates <mad.kanie@gmail.com>,Java
Hate the five-eight-oh,Perl
I hate merging,Java
"Merge branch 'master' of github.com:adamgibbins/dotfiles * 'master' of github.com:adamgibbins/dotfiles: (25 commits) Set correct date format. Enable subpixel font rendering on all LCDs Add loads more OSX options Make task dates include the time also. Remove emacs, putting in its own repository. Set default git push mode to upstream. Add emacs config - to the dark side! Add easytags plugin Store notes with the txt extension Add vim notes Upgrade to task 2.0.0, also disable urgency modifications on tags. Add taskrc Add Task Warrior auto completion Only enable colorcolumn on versions >= 7.3 Enable colorcolumn Remove line wrapping, this gets annoying on occasion. Ensure SSH_AGENT isn't forgotten. Add gemrc Replace installation script with a whitelisted rakefile Change molokai repo to the official ...",Shell
Angry spider when wet,JavaScript
"Added #identify_user method to grab existing __utma identifier from cookies Fixes #3 Gabba will continue to work as normal if identify_user is not called, or if it is passed a nil value - ie random strings & date are used for the utma value. Some annoying diff-cruft due to whitespace. Sorry!",Ruby
Don't flash the grand total continuously: it gets annoying really fast.,Python
I hate typos,JavaScript
I hate auto-reloading servers,Perl
Removed annoying capitalize from labels in sofa's form builder.,Ruby
ctrp is annoying when it digs into my bundles,VimL
I *hate* having to commit to test README formatting,Python
Fixed MAD function,Python
"Remove reference to my daughters ""I have to say that when ever men speak to me about their 'conversions' and mention their mother/daughter/sister I have mixed feelings. I feel happy that they were able to see that women aren't that different from them but I get little annoyed that all of a sudden they realized that their mother/daughter/ sister is actually a woman just like all those other women that are not like him. He changed the name, that is good but what if he hadn't had daughters?"" -- Elizabeth G. http://geekfeminism.org/2012/04/02/cookie-of-the-week-chad-whitacre-whit537-came-up-with-a-better-name/",Python
using std instead of mad,Python
"Source ordering now in Cogito_wp. Also removed annoying ""eleven columns centred on every page""",PHP
stupidest most annoying conditions ever.,C
"changed a couple of things. Among other things, masks with missing values now no longer cause annoying errors...",Python
sometimes compiler warnings are annoying,C
gtkui: Get rid of the annoying resize grip.,C
"Adding a copy method. Manually doing a copy (via PUT) is annoying because you have to remember the bucket name (unlike every other Knox call), and because you have to send Content-Length: 0.",JavaScript
made dependence on proj 3 less annoying,Python
"Merge pull request #1 from deian/master don't export everything; rm annoying duplicate ""Created account"" msg",JavaScript
"Some change, annoying me that it is in my unstaged changes",Java
added GridbagLayout for GUI...I hate it,Java
More commentary about how much I hate this practice,Java
Disabled auto close of <. It is annoying and useless.,VimL
add annoying facebook girl and you're gonna have a bad time to site,Ruby
Change Makefile to generate dependency automatically. Refer to http://mad-scientist.net/make/autodep.html for detailed idea.,C++
I hate schema.rb,Ruby
i hate parenthese,Ruby
removed annoying logs,Java
"git/alias.zsh tiny change, was annoying showing the ignored too. :)",Shell
"Switching the <ESC> mapping to jk instead of jj. It is better because if i do jk in normal mode by error, at least i stay at the same position. While jj, was moving the cursor to another position in the file. Was annoying!",VimL
"converted all tabs to spaces, hate if they are mixed... git-svn-id: https://freeglut.svn.sourceforge.net/svnroot/freeglut/trunk@1248 7f0cb862-5218-0410-a997-914c9d46530a",C
Removed annoying .DS_Store files,JavaScript
Fix annoying formatting,Ruby
"Fix broken function I'm not using or even testing this at the moment, but it's just annoying to see the compiler warning and see the obvious error.",C++
aargh.. forgot to merge major function,C
"Added unread comments counter within a course and wherever Added unwatched students' works counter Commenting in ajax loaded forms works fine now You can open ordered course immediately now Profile pages (links work not everywhere yet) You can delete items by $where now, use ItemClass::DeleteList() Mad templating is gonna be removed totally +LOTS of fixes",JavaScript
Added Image Definitions for Mad Dog,Perl
"Drop support for the secret preference ""shouldFixActiveWindow"" - now it is fixed to ""true"", because the behavior on ""false"" is too annoying.",JavaScript
Remove the annoying FPS debug prints,Java
Removed annoying Vim option.,VimL
Transparency is annoying.,Python
Sorted the annoying tabs out,JavaScript
Merge pull request #933 from Jantomedes/patch-1 aaargh! mistake... corrected,Java
"fixup new check-g2-compat, lots of migration related changes... aaargh! I forgot to 'git rm' something despite documenting it to be gone and not using it",Perl
i hate JSON,JavaScript
argh,Java
ugh. i hate graphics,JavaScript
"[RELEASE] Released version 1.5-dev8 Released version 1.5-dev8 with the following main changes : - MINOR: patch for minor typo (ressources/resources) - MEDIUM: http: add support for sending the server's name in the outgoing request - DOC: mention that default checks are TCP connections - BUG/MINOR: fix options forwardfor if-none when an alternative header name is specified - CLEANUP: Make check_statuses, analyze_statuses and process_chk static - CLEANUP: Fix HCHK spelling errors - BUG/MINOR: fix typo in processing of http-send-name-header - MEDIUM: log: Use linked lists for loggers - BUILD: fix declaration inside a scope block - REORG: log: split send_log function - MINOR: config: Parse the string of the log-format config keyword - MINOR: add ultoa, ulltoa, ltoa, lltoa implementations - MINOR: Date and time fonctions that don't use snprintf - MEDIUM: log: make http_sess_log use log_format - DOC: log-format documentation - MEDIUM: log: use log_format for mode tcplog - MEDIUM: log-format: backend source address %Bi %Bp - BUG/MINOR: log-format: fix %o flag - BUG/MEDIUM: bad length in log_format and __send_log - MINOR: logformat %st is signed - BUILD/MINOR: fix the source URL in the spec file - DOC: acl is http_first_req, not http_req_first - BUG/MEDIUM: don't trim last spaces from headers consisting only of spaces - MINOR: acl: add new matches for header/path/url length - BUILD: halog: make halog build on solaris - BUG/MINOR: don't use a wrong port when connecting to a server with mapped ports - MINOR: remove the client/server side distinction in SI addresses - MINOR: halog: add support for matching queued requests - DOC: indicate that cookie ""prefix"" and ""indirect"" should not be mixed - OPTIM/MINOR: move struct sockaddr_storage to the tail of structs - OPTIM/MINOR: make it possible to change pipe size (tune.pipesize) - BUILD/MINOR: silent a build warning in src/pipe.c (fcntl) - OPTIM/MINOR: move the hdr_idx pools out of the proxy struct - MEDIUM: tune.http.maxhdr makes it possible to configure the maximum number of HTTP headers - BUG/MINOR: fix a segfault when parsing a config with undeclared peers - CLEANUP: rename possibly confusing struct field ""tracked"" - BUG/MEDIUM: checks: fix slowstart behaviour when server tracking is in use - MINOR: config: tolerate server ""cookie"" setting in non-HTTP mode - MEDIUM: buffers: add some new primitives and rework existing ones - BUG: buffers: don't return a negative value on buffer_total_space_res() - MINOR: buffers: make buffer_pointer() support negative pointers too - CLEANUP: kill buffer_replace() and use an inline instead - BUG: tcp: option nolinger does not work on backends - CLEANUP: ebtree: remove a few annoying signedness warnings - CLEANUP: ebtree: clarify licence and update to 6.0.6 - CLEANUP: ebtree: remove 4-year old harmless typo in duplicates insertion code - CLEANUP: ebtree: remove another typo, a wrong initialization in insertion code - BUG: ebtree: ebst_lookup() could return the wrong entry - OPTIM: stream_sock: reduce the amount of in-flight spliced data - OPTIM: stream_sock: save a failed recv syscall when splice returns EAGAIN - MINOR: acl: add support for TLS server name matching using SNI - BUG: http: re-enable TCP quick-ack upon incomplete HTTP requests - BUG: proto_tcp: don't try to bind to a foreign address if sin_family is unknown - MINOR: pattern: export the global temporary pattern - CLEANUP: patterns: get rid of pattern_data_setstring() - MEDIUM: acl: use temp_pattern to store fetched information in the ""method"" match - MINOR: acl: include pattern.h to make pattern migration more transparent - MEDIUM: pattern: change the pattern data integer from unsigned to signed - MEDIUM: acl: use temp_pattern to store any integer-type information - MEDIUM: acl: use temp_pattern to store any address-type information - CLEANUP: acl: integer part of acl_test is not used anymore - MEDIUM: acl: use temp_pattern to store any string-type information - CLEANUP: acl: remove last data fields from the acl_test struct - MEDIUM: http: replace get_ip_from_hdr2() with http_get_hdr() - MEDIUM: patterns: the hdr() pattern is now of type string - DOC: add minimal documentation on how ACLs work internally - DOC: add a coding-style file - OPTIM: halog: keep a fast path for the lines-count only - CLEANUP: silence a warning when building on sparc - BUG: http: tighten the list of allowed characters in a URI - MEDIUM: http: block non-ASCII characters in URIs by default - DOC: add some documentation from RFC3986 about URI format - BUG/MINOR: cli: correctly remove the whole table on ""clear table"" - BUG/MEDIUM: correctly disable servers tracking another disabled servers. - BUG/MEDIUM: zero-weight servers must not dequeue requests from the backend - MINOR: halog: add some help on the command line - BUILD: fix build error on FreeBSD - BUG: fix double free in peers config error path - MEDIUM: improve config check return codes - BUILD: make it possible to look for pcre in the default system paths - MINOR: config: emit a warning when 'default_backend' masks servers - MINOR: backend: rework the LC definition to support other connection-based algos - MEDIUM: backend: add the 'first' balancing algorithm - BUG: fix httplog trailing LF - MEDIUM: increase chunk-size limit to 2GB-1 - BUG: queue: fix dequeueing sequence on HTTP keep-alive sessions - BUG: http: disable TCP delayed ACKs when forwarding content-length data - BUG: checks: fix server maintenance exit sequence - BUG/MINOR: stream_sock: don't remove BF_EXPECT_MORE and BF_SEND_DONTWAIT on partial writes - DOC: enumerate valid status codes for ""observe layer7"" - MINOR: buffer: switch a number of buffer args to const - CLEANUP: silence signedness warning in acl.c - BUG: stream_sock: si->release was not called upon shutw() - MINOR: log: use ""%ts"" to log term status only and ""%tsc"" to log with cookie - BUG/CRITICAL: log: fix risk of crash in development snapshot - BUG/MAJOR: possible crash when using capture headers on TCP frontends - MINOR: config: disable header captures in TCP mode and complain",C
"Dont enable mouse always, its annoying",VimL
Begun work on constructing Voronoi diagrams for road modeling. This is getting annoying,Java
"p930: Readjust touch calibration Much better Angry Birds accuracy, now O:-)",C
Fixed various issues with the following skills: haste heal heal critical heal serious healing dream healing wind ghoul gauntlet grant bat sonar group armor group heal group recall group sorin recall both group recalls recall to temple of mid hail of arrows hang recalls to unfinished room harm energy drain enlarge ethereal projection ethereal sphere excommunicate feather fall finger of death fireball firebolt flailing fists flamestrike flamewalk flaming arrow fleet feet forestation fortress of hate free action earthquake elemental aura,C
fixed up some rather annoying stuff...,Python
hate the chuangliang,C
shell: formataçao de data e decimais durante processamento dos componentes de entrada. Signed-off-by: Francisco Prates <mad.kanie@gmail.com>,Java
mm: proteçao de colunas no modo de exibiçao. Signed-off-by: Francisco Prates <mad.kanie@gmail.com>,Java
vimrc: putting back autoindent and filetype indent Not putting back annoying html autoindent.,Python
"Merge pull request #1 from volpino/master Removing django-annoying from the codebase, setuptools for setup.py and some cleaning",JavaScript
"Re-fix HLS for AC3. Argh. :) Fixes #10488 (again) This time I left in the debugging logging so if we have oddities later, we can run -v audio --loglevel debug and see what the buffering is actually doing.",C
Adding git ignore to ignore annoying files,PHP
python/flake8: assume all outputs are errors - not warnings The output of flake8 is ambiguous as to whether results should be interpreted as warnings or errors. I have changed it to assume errors to match the python/pyflakes checker. In future we may want to change this or add items to the errorformat for some specific warnings if they are annoying. This fixes #203.,VimL
"cleanup: get rid of this annoying tstr type - we have to allocate some nuggets of memory, but the code is more clear",C
Fix annoying whitespaces at EOL,C
Changed annoying cyan color of directory to black.,Shell
Fixed annoying completion bug: do not consider such completion as infix completion (and do not insert wrong space): false || this.foo<complete here>,Scala
Removed Mad names.,C++
Fixed some annoying exceptions.,Java
Merge branch 'master' of github.com:RileyA/STATICly-MAD into editor,ActionScript
"mc: * add upstream fixes for some very annoying bugs, see * https://www.midnight-commander.org/ticket/2784 * https://www.midnight-commander.org/ticket/2785 * https://www.midnight-commander.org/ticket/2787 for more details git-svn-id: file:///var/svn/freetz/trunk@8954 149334a1-2f27-0410-a3b9-fc62619ac1e6",Shell
"I seriously hate .NET. Nonetheless, here is NoLifeWz working with .NET Not as fast as I'd like, but it'll have to do.",C++
moved build status to title This is necessary because some people get really angry if the build status is in the body of the readme.,C
.emacs: set po-auto-replace-revision-date to nil This always being updated is supremely annoying.,Emacs Lisp
"grrrr.... annoyed with grammar, but fixing things slowly... and now going to write my paper and study for the final REally",Java
"rework `swank:simple-completions` In the process, implement looking up foo$bar$baz, and passing those completions back. It's not completely robust to somewhat exotic syntax, as it assumes that the text being completed can be used directly as character vectors naming objects or fields; it is good enough to get started, and now a lot less annoying to use (particularly when lots of fields have underscores in them...)",R
Hide that fraking annoying banner on model-kartei,JavaScript
Replaced the global header hover animation with one that's less annoying.,Ruby
"added gitconfig, made vim folding less annoying",Shell
Mad shit,Ruby
"Removed excess periods from the end of a couple of email addresses, they were annoying my mail client a bit - if they were there for a reason, I apologise.",JavaScript
fixing annoying re-close of pooled connections,Java
Merge branch 'charPhys' of github.com:RileyA/STATICly-MAD into charPhys,ActionScript
Merge branch 'charPhys' of github.com:RileyA/STATICly-MAD into charPhys,ActionScript
"fixed two annoying bugs with duplicated answers (now 100% working), added some html5 apis: offline, local storage, geolocation",JavaScript
"adjusted multi-product bar, added loading gif and removed annoying img borders",Python
"""I am John Smith"" THis scene was a pain to direct. Too many characters in one room. I imagine the next one will be just as annoying. Signed-off-by: Bryan Fuller <oroboro677@yahoo.com>",Python
Aaargh... cope with x and y swapping between action and state.,Ruby
"Get rid of all the front end pretty printer stuff. It is not used anywhere. Erick put this in with the idea of replacing the old ""print"" code, but the job was never finished. Pretty printers in Ocaml and straight output don't mix, the buffering leads to jumbled messages. I personally hate the Ocaml formatter stuff (meaning I don't understand it :) The code is removed because it increases the amount of work required to modify the front end, with no useful results. I'll probably remove the back end use as well.",OCaml
mad compile hax,C++
Merge branch 'master' of github.com:RileyA/STATICly-MAD into editor,ActionScript
I FUCKING HATE PYTHON AND ITS STUPID ANAL NO IDNENT POLICY,Python
Added autocmd to mkdir -p before saving files. I added a snippet I obtained from stack overflow that makes it so that before saving it checks if the path of the file exists and if it doesn't exist then it simply mkdir -p the directory so that vim can properly save the file. I added this because I found it annoying to have to switch to the command line to create new files in a specific path. I also found it annoying to have to run the shell commands from vim.,VimL
sometimes i hate lua,Lua
"I still hate this query's guts. Why can't you have WHERE(), MySQL? Why?",Perl
Fix annoying warnings on mert-moses.pl.,C++
Fix annoying warnings on mert-moses.pl.,C++
I hate xml this much,Emacs Lisp
Add a flag to bypass the annoying Hadoop proxy,Java
argh,JavaScript
Added hook to stop annoying ESS behaviour,Emacs Lisp
I hate this language,JavaScript
Ugh... what? This is why I hate using git on Windows!,JavaScript
"Revert ""Change background color of tabs from ThreeDFace to Window (but it can be annoying on platforms not Ubuntu)"" This reverts commit b670f9e93e2eb57a9e994f0c374c29e766ca663e.",JavaScript
Argh! Escaped angle brackets,C#
Merge pull request #27 from steelThread/read-version-from-packagejson OMG. i don't know what i like better. annoying the crap out of sean with this micro feature branches/merges or reading the version info from the package.json file.,CoffeeScript
"argh, should have pulled first",JavaScript
less annoying tab hl color,Perl
First commit after annoying bullshit,Python
removed most of my emacs configuration because it was more annoying than helpful,Emacs Lisp
"Add visibility into transfers/handoff Purpose ---------- Visibility into handoff is really poor. The typical method used to discover handoff information is `riak-admin transfers` but that gives hardly any useful information, as shown below. 'dev3@127.0.0.1' waiting to handoff 7 partitions 'dev2@127.0.0.1' waiting to handoff 4 partitions 'dev1@127.0.0.1' waiting to handoff 5 partitions This PR adds visibility transfers/handoff by tracking various stats on active transfers and displaying this information in a human friendly way, as shown below. ./dev/dev1/bin/riak-admin transfers 'dev3@127.0.0.1' waiting to handoff 6 partitions 'dev2@127.0.0.1' waiting to handoff 4 partitions 'dev1@127.0.0.1' waiting to handoff 6 partitions Active Transfers: transfer type: ownership_handoff vnode type: riak_kv_vnode partition: 365375409332725729550921208179070754913983135744 started: 2012-04-24 18:43:44 [5.96 s ago] last update: 2012-04-24 18:43:48 [1.91 s ago] objects transferred: 8651 2135 Objs/s dev3@127.0.0.1 =======================> dev1@127.0.0.1 17.62 MB/s This PR also gets rid of the annoying side effect of resetting the inactivity timeout when calling `riak-admin transfers`. This would often cause users to wonder why handoffs were never occurring. Implementation Details ---------- One issue with handoff is that it uses vnode folds to do all it's work. This has the one nice benefit that it avoids a local copy of data (1) but has bad side effect of using uninterruptable fold. That is, the vnode fold does the work as fast as it can and doesn't stop until it's done (2). In order to get status updates about the handoff the accumulator keeps some local stats and _approximately_ every 2 seconds sends those stats to the handoff manager via the `status_update/2` API. I say the timing is approximate because expiration of the interval is only checked during a sender/receiver sync phase (determined by `ACK_COUNT`). If the receiver can't keep up or the sender fold is slow then the status updates could take longer. Essentially, this code assumes that `ACK_COUNT` objects can be transferred in less than 2s. **N.B.** The duration of the status update interval will not invalidate the stats since they are based on start time and time of last sync (see `riak_core_handoff_manager:update_stats/2`). The reason the sender only sends a status update every 2s and only checks if this interval has expired on sender/receiver sync is because the vnode fold is a tight loop. Sending an update for every object would be too chatty and checking the interval every object could potentially slow from overhead of getting time and doing math. There are two types of transfer currently, _ownership handoff_ and _hinted handoff_. Soon there will be another type, _repair_. In order to disambiguate the two types of handoff I have to determine if the source vnode is primary or not. In the case of ownership handoff it is a `primary -> secondary` handoff (where the secondary becomes primary after handoff completes) and for hinted handoff it's `secondary -> primary`. In order to make the stats a little easier to read I added a little human friendly formatting. I decided to put the code to support this in Core rather than KV. I stole and modified the code from @seancribbs. One aspect of this PR I'm not wild about is the fact that in order to get the status a msg must be sent to each handoff manager on each each node for every time `riak-admin transfers` is called (3). I'd rather see a push system where all active status data is collated at a particular node, like the claimant node in ownership, and the status call simply reads that. The pull system is probably fine for now but could cause trouble on larger clusters, especially if some script accidentally calls it in a tight loop. I'm wondering if I should have make use of the stats API for the collection of data in the handoff manager rather than a dict? Footnotes ---------- 1: That is, if the handoff sender process itself was running the handoff then the vnode data would have to be copied from vnode heap to sender heap. 2: In the future I think an iterator/cursor based approach to handoff that is async, interruptable, and rate limited would be good. 3: Which calls `riak_core_status:all_active_transfers` where the RPC is done.",Erlang
