url,Languages
https://github.com/Engine-Treasure/shadowsocks-android,Objective-C CMake DIGITAL Command Language Groff HTML Java Lex C++ C Batchfile Assembly eC Yacc XSLT XS Makefile Shell Scala Python Perl PHP
https://github.com/Equilibrium-Web/Event-Organizer,JavaScript Batchfile CSS HTML
https://github.com/Evander7/Tequila-stocktake,Python
https://github.com/ExPHAT/glaze,Shell C++
https://github.com/F4-Group/node-apn,JavaScript
https://github.com/FRC-RoboLib/RoboLib,Java
https://github.com/FTCr/d2clr,Makefile C Shell
https://github.com/Faqer/TES,Lua
https://github.com/FauDroids/FlippyPairs,Java Shell
https://github.com/Fraass/FIRM,R
https://github.com/FrankChippan/ACEDrawingView,Ruby Objective-C
https://github.com/FreddieWitherden/libforensic1394,C Python C++
https://github.com/FreeWPTP/single-post-meta-manager,PHP CSS
https://github.com/FulcrumTechnologies/flyway,Groovy PLSQL PLpgSQL SQLPL Shell Scala HTML Batchfile Java
https://github.com/GNOME/gnome-calendar,CSS C Shell Makefile M4
https://github.com/GNU-Pony/bash.d,Makefile Shell
https://github.com/GOVTNZ/phptweaks,PHP
https://github.com/GalaxyTab101/samsung-kernel-galaxytab101,ASP VimL SuperCollider Shell Python Perl Objective-C C++ C Assembly
https://github.com/Ganneff/puppetgo,Shell
https://github.com/Geodan/gost,CSS Shell Nginx Go Batchfile HTML JavaScript
https://github.com/GerHobbelt/d3-tip,CSS JavaScript
https://github.com/GiraldoA/AndresGawesomenauts,CSS HTML JavaScript PHP
https://github.com/GreatBigBushyBeard/PAYDAY-2-BeardLib,Lua
https://github.com/Guicai-Li/SSLabelDemo,Objective-C
https://github.com/HeadspringLabs/Ferdinand,C#
https://github.com/HokageYeah/MBProgressHUD,Objective-C Ruby
https://github.com/Hussu/jobdesk,HTML CSS ApacheConf JavaScript PHP
https://github.com/ITpC/QueueManager,Makefile C++ C Shell
https://github.com/IdealMarketingMeran/tx_openemm,HTML ApacheConf PHP JavaScript
https://github.com/ImagingInformatics/hackathon-dataset,Ruby HTML
https://github.com/IsaacYung/Learn-Ruby-on-Rails,Ruby JavaScript HTML CSS CoffeeScript
https://github.com/IvS-KULeuven/ComboCode,Assembly Makefile OpenEdge ABL Logos Limbo Jasmin Groff Gnuplot GLSL GAP Python R Red Verilog E Yacc Coq Common Lisp C Brainfuck Matlab
https://github.com/J3rome/socialite,PHP
https://github.com/Jacajack/the-game,Makefile C++
https://github.com/JacekPliszka/xsd_expand,Python
https://github.com/Jalalhejazi/node-step-by-step,JavaScript
https://github.com/JamesSkemp/AspNetMvcVersions,ASP C# JavaScript
https://github.com/Jankii92/DirSoGen,Python
https://github.com/JathavanSriram/jathavansriram.github.io,CSS Groff HTML JavaScript
https://github.com/JeffLutzenberger/jsFlowGame,JavaScript
https://github.com/JoelJ/Templating,JavaScript Java
https://github.com/JompaGlitter/phpmvc-kmom02,ApacheConf PHP JavaScript CSS
https://github.com/JonRiv/media-tag,HTML
https://github.com/JoosepHint/eKool,Java
https://github.com/JordanV/LinkStream,Shell C++ Makefile Python
https://github.com/JorgeUlises/parqueaderos,JavaScript HTML CSS Go Shell
https://github.com/JoshData/official.dccode.gov,Shell JavaScript CSS
https://github.com/Joypricecorp/b.com,PHP CSS
https://github.com/JsonChiu/angular-dragdrop,JavaScript HTML
https://github.com/KIBOU811/LoveWholeNumber,C#
https://github.com/KaloyanMarshalov/Team-Pisco-Sour,JavaScript Handlebars HTML CSS
https://github.com/Kerosene2000/selection-counter,CSS CoffeeScript
https://github.com/KgDesignes/closure-library,C# Python JavaScript
https://github.com/Kipperlenny/ginger-message,PHP
https://github.com/Kr0na/krux,JavaScript
https://github.com/Laukien/SimpleTextReplace,C
https://github.com/LilEssam/SQLi-Protector,PHP
https://github.com/Links2004/arduinoWebSockets,C++ HTML JavaScript C
https://github.com/LuisDiazUgena/spider-robot-project,Arduino KiCad
https://github.com/LukeCarrier/py3k-pyrg,Python
https://github.com/Lyoshka/goto,CSS JavaScript Shell HTML ApacheConf PHP Batchfile
https://github.com/M3etis/city-advertising,CSS HTML JavaScript
https://github.com/MMquant/BFX-lending-bot,M Matlab Objective-C Shell
https://github.com/Mahendran-Sakkarai/Progression,Java
https://github.com/MahirZukic/MassSocialEventSender,HTML CSS JavaScript
https://github.com/ManagementCenterInnsbruck/Flying-PCB,Java HTML Eagle Batchfile JavaScript C C++ LSL CSS Makefile Objective-C D TeX Perl Assembly
https://github.com/Marco57/gsb,CSS PHP
https://github.com/MartyMacGyver/gothlife,Go
https://github.com/MiCHiLU/flatbuffers,Batchfile JavaScript Makefile PHP Protocol Buffer Python Shell Java Go C# CMake C++
https://github.com/Michal-sk/TargetSMS,PHP
https://github.com/Microsoft/PartsUnlimited,C# CSS Groovy JavaScript PowerShell Smalltalk
https://github.com/MinerFil/PlotVote,Java
https://github.com/MisterJames/CollidR,ASP C# CSS JavaScript PowerShell Shell
https://github.com/MolajoPlugins/Login,PHP
https://github.com/MolnarClay/Notley,JavaScript CSS HTML
https://github.com/Mr1024/grunt-anyreplace,JavaScript HTML
https://github.com/MrDunne/myblockchain,Scilab SourcePawn Visual Basic XSLT Yacc Shell ActionScript Assembly Awk Batchfile C C++ CMake CSS DTrace GAP Groff HTML Java JavaScript Lex Makefile Objective-C PHP PLSQL PLpgSQL Pascal Perl Python R SQLPL
https://github.com/MrHodge/Venorum,CSS Smarty ApacheConf PHP JavaScript HTML
https://github.com/MrLobo/PhyDemo,C C++
https://github.com/MrMarvin/varstack,Python
https://github.com/MrSnede/BalancingWheelRobot,Shell Python
https://github.com/MrTimcakes/hider,HTML JavaScript
https://github.com/MrWebCompany/EidosCMF,CSS HTML JavaScript PHP ApacheConf
https://github.com/Mvhls/Grouples,CSS JavaScript CoffeeScript Ruby
https://github.com/NASA-rocket-science/NASA-rocket-science.github.io,JavaScript Ruby HTML CSS
https://github.com/NarayanChakraborty/Shop-Management-System,CSS PHP JavaScript HTML
https://github.com/Nemo08/osmpoisearchbot,Go
https://github.com/Nerdboy314/Mother-Day,CSS HTML
https://github.com/NervosaX/django-templatesadmin,Python
https://github.com/NewtonOptimization/SEP-QN,TeX Perl Matlab C Limbo M
https://github.com/Niksdope/Asynchronous-RMI-Service,Java CSS
https://github.com/OLC-Bioinformatics/ssPCR-pipeline,Perl
https://github.com/OWASP/NINJA-PingU,C++ Shell Python C
https://github.com/Obeythecreed/kappavision-old,TypeScript CSS HTML JavaScript
https://github.com/Odinman/gorp,Go Shell Makefile
https://github.com/OnecloudVideo/ios-sdk,Objective-C Swift
https://github.com/Oozenthor/zXml,Prolog C++
https://github.com/PascalSchumacher/groovy-website,JavaScript CSS Groovy
https://github.com/PendoNL/laravel-exact-online,HTML PHP
https://github.com/PenguinPaul/afp,PHP
https://github.com/Philonous/prototyper,Haskell
https://github.com/PlainSight/lunchtime,HTML JavaScript CSS
https://github.com/Polytechnique-org/django-authgroupex,Python
https://github.com/PowerShell/WmiNamespaceSecurity,PowerShell
https://github.com/PrashantMangukiya/SwiftMKMapViewDemo,Swift
https://github.com/ProofGeneral/proofgeneral.github.io,CSS HTML Ruby JavaScript
https://github.com/Qeti/Yii2PODataAdapter,PHP
https://github.com/Quagga/people-jocke,C Shell
https://github.com/QuinceySun/Python,Python HTML
https://github.com/Rgui/REndo_1.0,R
https://github.com/Riron/DefinitelyTyped,TypeScript Protocol Buffer CoffeeScript
https://github.com/RiteshAgrawal/Coursera-dl,Python
https://github.com/RobertNorthard/knife-cookbook-doc,Ruby
https://github.com/RobotML/RobotML-SDK-Juno,Lua C++ CSS D Shell Python Objective-C Java
https://github.com/RuddockHouse/RuddockWebsite,CSS JavaScript Python HTML
https://github.com/Rupellab/sonde-reader,HTML CSS JavaScript
https://github.com/RyanTech/HLGoTimer,Objective-C Ruby
https://github.com/RyanTech/RSDayFlow,Ruby Makefile Objective-C
https://github.com/SLASH2NL/nats-prometheus,Go
https://github.com/SOSWEB-CH/atelier-rl,PHP CSS JavaScript
https://github.com/SStilson/website,JavaScript HTML CSS
https://github.com/SahaSwarup/lock-a-folder,AutoIt NSIS Batchfile
https://github.com/SceptreData/fluxLua,C Lua
https://github.com/SeerUK/jenkins-styledconsole-plugin,JavaScript CSS Java
https://github.com/Selcome/SelcomeWebSite,JavaScript CSS
https://github.com/SenexBuda/PMLCP,HTML
https://github.com/SergeyPutyrskiy/angular2-weather-app,CSS HTML JavaScript TypeScript
https://github.com/Seteh/DevExtreme-Data-Parse,JavaScript
https://github.com/SevenW/Plugwise-2-py,HTML JavaScript Python Shell CSS
https://github.com/Skalar/floorplanner,Ruby
https://github.com/Skogetroll/Result,Ruby Swift Objective-C
https://github.com/Sofdroid/MaterializeYourApp,Java
https://github.com/Sonerezh/sonerezh,Shell ApacheConf Batchfile CSS JavaScript PHP
https://github.com/SouthAfricaDigitalScience/java-openjdk-deploy,Shell
https://github.com/SpainTrain/atom-autocomplete-modules,JavaScript
https://github.com/StefanHamminga/tz-bounce,JavaScript Shell
https://github.com/StephenWang7971/EndOfMonth,Groovy Java
https://github.com/Sushil2631/drupal8,Shell ApacheConf CSS HTML JavaScript PHP
https://github.com/Swiftosis/Alamofire,Ruby Objective-C Swift
https://github.com/TCL-America/MMScrollPresenter,Ruby Objective-C
https://github.com/TGS-App/API,JavaScript
https://github.com/TealCube/tribes,Java
https://github.com/TeamHorizon/android_kernel_htc_endeavoru,Awk Assembly ASP Yacc UnrealScript SourcePawn Shell Scilab Python Perl Objective-C Makefile Lex Groff Clojure C++ C
https://github.com/TheMetabyte/spring-fundamentals,Java
https://github.com/Theodus/jennet,Pony
https://github.com/ThoughtWorksInc/sbt-rest-rpc,Scala Shell
https://github.com/Tierion/blockchain-anchor,JavaScript
https://github.com/TikiKitchen/ohana_sea,JavaScript PHP CSS
https://github.com/Tikubonn/sara.el,Emacs Lisp
https://github.com/Toady00/mcp_base,CSS Ruby JavaScript
https://github.com/TomHAnderson/SoliantDoctrineQueue,PHP
https://github.com/TomNomNom/phpwol,PHP
https://github.com/TrevorBurnham/dotfiles,Shell
https://github.com/TroniPM/Sigax,Java
https://github.com/TruckersMP/API-Client,PHP
https://github.com/Trult/wysihtml,JavaScript HTML
https://github.com/TutorsPro/OurProject,PHP Batchfile CSS HTML
https://github.com/Upchurch/colorjs,JavaScript
https://github.com/Urigo/angular-embedly,JavaScript
https://github.com/UshiDesign/kung-fu,PHP CSS
https://github.com/VEKsoftware/yii2-report-manager,PHP
https://github.com/VRToxin-Devices/android_kernel_google_msm,Shell Scilab Python Yacc UnrealScript SourcePawn ASP Assembly Awk Brainfuck C C++ Clojure Groff Lex Makefile Objective-C Perl
https://github.com/VarunBarad/google-code-jam,Python
https://github.com/Velrok/file-based-buffer,Clojure
https://github.com/WanderWiki/WanderWiki-client,Java
https://github.com/Weenkus/Machine-Learning-University-of-Washington,Jupyter Notebook
https://github.com/WeltN24/SwiftFilePath,Swift Ruby Objective-C
https://github.com/Wenzel/wenzel.github.io,HTML CSS Ruby
https://github.com/WindyDarian/Vulkan_HelloWorld,C++ CMake Batchfile GLSL
https://github.com/WoozChucky/ShortestCommonSupertring,C#
https://github.com/XMrVertigoX/STM32F3DISCOVERY,C++ C Shell Assembly Batchfile Makefile GDB
https://github.com/YeLee/fcitx-yatable,C
https://github.com/Yiiu/webpack-vue,JavaScript Vue HTML
https://github.com/Yoshi9288/PeachyNAND,Makefile C++ C Assembly Python
https://github.com/ZhouWeikuan/cocos2d,C++ Java Objective-C Perl Python Racket Shell C
https://github.com/aaron-goshine/django-react,Python JavaScript
https://github.com/aaronlidman/openstreetPOIs,Python
https://github.com/abcdef123/stem,Shell Python
https://github.com/abmti/colaeleitoral-ios,Objective-C Ruby
https://github.com/abourazanis/muzei-wallbase.cc,Groovy Java
https://github.com/acm-uiuc/sigplan,CSS JavaScript Haskell HTML
https://github.com/acoderleex/acoderleex.github.io,JavaScript CSS HTML
https://github.com/adamantmc/Chroma,HTML JavaScript CSS
https://github.com/adamcin/Bond,Swift Ruby C++
https://github.com/adamofsky/ayGallery,JavaScript HTML
https://github.com/adamse/haddock,CSS TeX Shell Makefile JavaScript Haskell HTML
https://github.com/addisonhuddy/pmnews,Ruby CSS CoffeeScript JavaScript
https://github.com/adobe-webplatform/Demo-for-Alice-s-Adventures-in-Wonderland,HTML JavaScript CSS
https://github.com/adonaac/popo,Lua
https://github.com/adrian-preda/adiwoowp,PHP JavaScript CSS ApacheConf
https://github.com/adriancarriger/udacity-meetup,JavaScript TypeScript CSS HTML
https://github.com/aearly/clj-graph,Clojure JavaScript
https://github.com/aemare/amofrontend,CSS JavaScript HTML
https://github.com/aerosol/barrel,Erlang Shell
https://github.com/afrdt/Divergence,Arduino
https://github.com/afternoon/protractor-browsermob-test,JavaScript
https://github.com/agvergara/Assembler,Assembly
https://github.com/ahmadhmoud/webviewPlugin,HTML
https://github.com/aistis-/eve-framework-example,Python
https://github.com/aitbw/my-dot-files-and-settings,Shell
https://github.com/ajaysingh452/openfire,Shell Makefile
https://github.com/ajscape/PixaToon,Makefile Java C++
https://github.com/akiskip/KoDeMat-Collaboration-Platform-Application,HTML GLSL CSS Batchfile Shell JavaScript Java
https://github.com/akshgpt25/prchny,Java
https://github.com/alcohol/composer,PHP Hack
https://github.com/alejandro-mc/trees,Python Jupyter Notebook
https://github.com/alexbinary/flexable,CSS
https://github.com/alexhillc/oh-my-zsh,Shell Ruby Python Perl Makefile Groff
https://github.com/alexklibisz/gulp-server-seed,JavaScript HTML
https://github.com/alexsaves/handydevserver,JavaScript
https://github.com/alextech/zftutorial,PHP
https://github.com/aliencube/Feed-Schemata,C# Shell
https://github.com/alisson446/redux-firebase,JavaScript HTML
https://github.com/allisonklopp/map-demo,Java
https://github.com/altvec/epg_downloader,Python
https://github.com/alu0100537031/prct12,Shell Ruby JavaScript CSS
https://github.com/alump/GoFullScreen,Java CSS
https://github.com/aminb/dotfiles-old,Shell VimL
https://github.com/amiremadmarvasti/cuda-convnet2,C++ Cuda Makefile Python Shell
https://github.com/amohanta/rspamd,C++ CMake Lua Objective-C PHP Perl Standard ML Shell Assembly C
https://github.com/ananyacleetus/magiksite,PHP CSS JavaScript
https://github.com/andeersg/vianett-php,PHP
https://github.com/andrew-ware/wedding-registry,JavaScript HTML CSS
https://github.com/android-yanwen/dehong_quangongneng,C C++ Shell Makefile Java
https://github.com/andyzsf/edx_data_research,Python Shell
https://github.com/anouarabdsslm/laravel-paypalpayment,PHP
https://github.com/antFaiz5z/okhttp,Java HTML Shell CSS
https://github.com/antipatico/ssh-key-service,Shell
https://github.com/antmicro/TermSharp,C#
https://github.com/anykeyh/kstats-node,Shell Ruby
https://github.com/aoetk/social-bookmark-viewer-fx,Java CSS
https://github.com/apoorvalal/misc_stata_ados,TeX Stata
https://github.com/aporeto-inc/trireme,C Shell Go
https://github.com/appccelerate/commandlineparser,C#
https://github.com/appium/flaky,AppleScript Ruby
https://github.com/arjamizo/wombattraining,Shell C++ Makefile C
https://github.com/arsgeografica/kinderstadt,Makefile HTML Python
https://github.com/arslanabbasi/bcc,CMake Yacc Shell Python Limbo LLVM HTML C++ C
https://github.com/arstropica/at_preview_plugin,HTML PHP
https://github.com/artscoop/django-maintenance,Python
https://github.com/arturopaz/sgroupmeeting,CSS HTML JavaScript Ruby Shell
https://github.com/arxangel008/HelloWorld,Batchfile CSS Groovy JavaScript
https://github.com/asaaki/vote-schulze,Ruby
https://github.com/asampley/CMPUT301,Java
https://github.com/ashic/bikeshare-data-product,R CSS JavaScript
https://github.com/ashleygwilliams/tyr,JavaScript
https://github.com/aslatter/hmumps,TeX Shell Haskell
https://github.com/asmodehn/flask-restful,Makefile Python
https://github.com/aspectron/iris-twitter,JavaScript
https://github.com/assanee/chromium-webview-samples,Java CSS HTML JavaScript
https://github.com/astynax/about-elm,CSS Elm HTML Makefile
https://github.com/ateoto/debian,Shell Ruby Makefile
https://github.com/atrilla/magnus,Shell Matlab Java
https://github.com/atul-bhouraskar/django,Shell Smarty CSS HTML JavaScript Makefile Python
https://github.com/ausaccessfed/rapid-rack,Ruby
https://github.com/austinkregel/laravel-auth-login,PHP HTML
https://github.com/aws-tools/py-flask-signup,Python
https://github.com/axionix/ax.game,Common Lisp Protocol Buffer
https://github.com/ayann/ayann.github.io,CSS HTML JavaScript Ruby
https://github.com/azamatus/afm,PHP JavaScript CSS
https://github.com/azuqua/azuqua.rb,Ruby
https://github.com/b3dgs/warcraft-remake,Java
https://github.com/backdrop-contrib/disqus,PHP JavaScript
https://github.com/baghayi/StrategyValidator,PHP
https://github.com/baijian/AhoCorasick-PHP,PHP
https://github.com/baijund/pw-manager,JavaScript
https://github.com/balodja/fault-tree-dia,Shell
https://github.com/bartronx7/workoutbook,JavaScript CSS D Java
https://github.com/bashism/pass-dialog,Shell
https://github.com/batuorhanalp/HizLimiti,Objective-C Swift
https://github.com/bbriggs/Legobot-examples,Python
https://github.com/bdbergeron/BDBOAuth1Manager,Ruby Objective-C
https://github.com/bdvholmes/dotfiles,VimL Ruby Shell
https://github.com/bedofrazors/portfolio_bootstrap,HTML CSS JavaScript
https://github.com/benatkin/outliner.js,JavaScript
https://github.com/bencz/nl,C# Batchfile C HTML C++
https://github.com/bendroid/vulcanize,HTML CSS JavaScript
https://github.com/bendrucker/utmify,JavaScript
https://github.com/benjoox/handyrosters,CSS HTML JavaScript
https://github.com/benkutil/omf-dotfiles,Shell
https://github.com/bercut497/hlds-vagrant,SourcePawn Shell Smarty PHP PAWN C++ Batchfile
https://github.com/bernardo-macedo/custom-maps,Java
https://github.com/berndruecker/mule-camunda-24,Java
https://github.com/berryliu/fis3-postpackager-hxq-load-file,JavaScript
https://github.com/beta/tencent-weibo-api,Java
https://github.com/betrakiss/HackFMI6-SmartFeeder,HTML JavaScript C# Arduino CSS C ASP
https://github.com/bfv/spring4oe,Apex OpenEdge ABL TeX
https://github.com/bigpipe/plugin-pouchdb,Shell JavaScript HTML
https://github.com/binocarlos/twitter-profile,JavaScript
https://github.com/biomodels/BIOMD0000000166,Python
https://github.com/bittersweet/push_notifier,Shell Go
https://github.com/bjf/lpad,Go
https://github.com/bjoernweide/pictureflow,JavaScript
https://github.com/blobs/thefacemash,CoffeeScript
https://github.com/boochtek/defaults_plus,Python
https://github.com/bookbottles/ui-calendar,JavaScript HTML CSS
https://github.com/boufouss/google-api-php-client,HTML PHP CSS Shell
https://github.com/boundary/sigar,Perl XS Shell Ruby Python PHP Makefile M4 Lua Java HTML Erlang CMake C++ C# C Batchfile
https://github.com/bournex/googletest,Shell C++ CMake Makefile Python
https://github.com/boviex/quiet-island,CSS
https://github.com/bpeel/tractordodge,C
https://github.com/braceio/charts,CSS Python
https://github.com/breezyplease/static-scoremod,SourcePawn
https://github.com/brianhassett19/ML,Java
https://github.com/brocoo/brocoo.github.io,Ruby CSS HTML
https://github.com/brokenman/xfce,Shell C
https://github.com/brunocodutra/cmake-utilities,CMake
https://github.com/bschuedzig/postcss_sample,CSS JavaScript
https://github.com/buddycloud/channel-directory,Java Shell
https://github.com/buffalohird/Marfalo-and-Bark,JavaScript Perl Python Shell
https://github.com/bulho/homeCards,JavaScript HTML
https://github.com/buoto/hexo-theme-light,JavaScript CSS
https://github.com/burningheart/ChinaDNS-Python,DIGITAL Command Language Batchfile Python
https://github.com/caitp/fullscreen.js,JavaScript
https://github.com/callahanchris/redux-combine-actions,JavaScript
https://github.com/camdenb/camdenb.github.io,JavaScript HTML CSS Ruby
https://github.com/canal-io/canal-server,TypeScript
https://github.com/carabina/SwiftUtilities,C++ Objective-C Objective-C++ Shell Swift
https://github.com/carltonwhitehead/javafx-text-hasher,Java
https://github.com/carlvlewis/recharts,CSS JavaScript R HTML
https://github.com/cartman300/Peeper,C#
https://github.com/casiopea/m-edo,HTML CSS JavaScript
https://github.com/castorm/dotfiles,Shell JavaScript
https://github.com/catexoxo/google-blog-converters-appengine,HTML Python Shell
https://github.com/cavernicola/geoip_andorid,Python
https://github.com/ccraig/file-bucket,Go
https://github.com/ccto/python-notebook,Python
https://github.com/cdeguzman/DLSUTCS,PHP CSS HTML Java JavaScript
https://github.com/cdpalmer/pictureframe,Ruby Shell
https://github.com/cesi02/cesi02.github.io,Shell Ruby JavaScript HTML CSS PHP
https://github.com/cfossace/crits,CSS ApacheConf Shell Python JavaScript HTML
https://github.com/cghubbard/gpu-fish,Cuda Makefile C++
https://github.com/charlax/python-education,Python
https://github.com/chet0xhenry/GoldenCheetah,Makefile Python Perl Objective-C++ Ruby Objective-C Shell TeX TypeScript JavaScript Java Gnuplot CSS C++ C Bison
https://github.com/chinagrowing/coolweather,Java
https://github.com/chrisJohn404/kipling-cli,JavaScript
https://github.com/chrisdlangton/node-tickets,HTML CSS Batchfile Shell JavaScript
https://github.com/chrisekelley/Android-Couchbase-Tangerine,Perl Shell Erlang Ruby Java JavaScript
https://github.com/christoffkok/auxi.0,Python Jupyter Notebook TeX Shell
https://github.com/chtake/WindowsPhone.OwnCloud-Client,C#
https://github.com/chtiJBUG/chtijbug-docker-base,Shell
https://github.com/cilium-team/docker-collector,Makefile Go Shell
https://github.com/clarkwinkelmann/GPUTweak,Shell C++ QMake
https://github.com/cloudformdesign/micropython,C Assembly Shell Makefile Objective-C C++ HTML Python
https://github.com/cloudfoundry-attic/defekts,Ruby
https://github.com/cmartello/hunter,Python Shell
https://github.com/cmuench/n98-gitosis-admin,PHP CSS JavaScript
https://github.com/cnosuke/docker-ruboty,Ruby
https://github.com/cocoanton/grunt-remotesave,JavaScript
https://github.com/cocuh/WallpaperChanger,Python
https://github.com/code-google-com/gpicsync,Python ApacheConf
https://github.com/codersimple/DesignPattern,Java
https://github.com/colinodell/commonmark,PHP
https://github.com/colinsauze/ardupilot,Python Shell Matlab Objective-C C C# C++ CSS Perl Processing
https://github.com/congyh/spring-recipes,Java HTML
https://github.com/constructions-incongrues/net.constructions-incongrues.email-controller-addons,PHP
https://github.com/contra/jif,JavaScript
https://github.com/cortext/geoclust,Java
https://github.com/coultonvento/CVCustomActionSheet,Objective-C Ruby
https://github.com/cph/star,Ruby
https://github.com/cpressey/The-Shortbread-Rocketship,Shell Python
https://github.com/craftercms/commerce,Java
https://github.com/cryptocall/csipsimple,C++ D C JavaScript Matlab Objective-C Assembly Python Shell Java
https://github.com/crystalcyril/txmagiccardbot,Java
https://github.com/csivwildelake/battleship,Java
https://github.com/cstony0917/my-sublime-text-key-binding,JavaScript
https://github.com/cuni0716/characterMaker,Java
https://github.com/cuwire/viewee,HTML Eagle CSS JavaScript Go KiCad
https://github.com/cwaldbieser/txsshadmin,Python
https://github.com/cxfreeio/purescript-sets,PureScript
https://github.com/cxr29/scrud,Go
https://github.com/cybercatalyst/qtwebserver,QMake C++
https://github.com/daanvanhulst/dvhClickOnEdit,CSS JavaScript HTML Batchfile TypeScript
https://github.com/daasbank/daasbank-kinetic-c-,CMake C++ C
